"PID","MS.SubClass","Lot.Frontage","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","Fireplaces","Garage.Yr.Blt","Garage.Cars","Garage.Area","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","SalePrice"
905476230,120,42,4235,5,5,1984,1984,149,552,393,104,1049,1049,0,0,1049,1,0,2,0,2,1,5,0,1984,1,266,0,105,0,0,0,0,0,2,2009,139500
905478030,50,60,11409,5,4,1949,2008,0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1949,1,281,0,0,0,0,160,0,0,1,2009,131000
905480210,70,60,9084,4,5,1940,1950,0,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,0,0,10,2009,108000
906201021,80,74,10778,7,6,1990,1991,0,460,286,308,1054,1061,0,0,1061,1,0,1,1,1,1,4,0,1990,2,462,114,36,0,0,0,0,0,7,2009,162000
906201050,80,66,19255,6,5,1983,1983,100,70,450,0,520,1338,0,0,1338,0,0,1,1,2,1,5,1,1983,2,576,0,0,0,0,0,0,600,9,2009,156500
906201130,50,79,12327,8,8,1983,2009,0,1441,0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,1983,2,612,349,40,0,0,0,0,0,9,2009,316600
906203120,20,90,14684,7,7,1990,1991,234,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,1990,3,701,84,70,0,0,0,0,0,6,2009,271900
906223060,60,75,9317,7,5,1993,1993,137,513,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,1993,2,425,234,72,192,0,0,0,0,7,2009,213000
906223080,60,85,10560,7,5,1993,1994,0,474,0,605,1079,1079,800,0,1879,1,0,2,1,3,1,8,1,1993,2,473,400,100,144,0,0,0,0,8,2009,239900
906226060,70,120,26400,5,7,1880,2007,0,0,0,0,0,1288,728,0,2016,0,0,1,0,4,1,7,1,1900,2,576,0,0,0,0,0,0,0,6,2009,131000
906226100,90,64,7018,5,5,1979,1979,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,118858
906226110,90,64,7018,5,5,1979,1979,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,118858
906226140,90,64,7007,5,5,1979,1979,0,0,0,0,0,1513,0,0,1513,0,0,2,0,4,2,8,0,1979,2,400,0,0,0,0,0,0,0,6,2009,113722
906230010,90,68,11855,7,5,2000,2000,23,820,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,2000,4,820,312,0,0,0,0,0,0,10,2009,269500
906230020,90,68,7939,7,5,2000,2000,23,820,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,2000,4,820,312,0,0,0,0,0,0,10,2009,269500
906230030,90,68,7976,7,5,2000,2000,23,820,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,2000,4,820,312,0,0,0,0,0,0,10,2009,269500
906340100,20,84,10933,9,5,2009,2009,242,1021,0,534,1555,1680,0,0,1680,1,0,1,1,1,1,8,1,2009,3,1138,185,24,0,0,0,0,0,7,2009,323262
906340110,20,79,10637,8,5,2007,2008,336,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,2007,3,826,208,44,0,0,0,0,0,9,2009,297000
906340120,20,61,10226,8,5,2008,2008,270,0,0,1622,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,2008,3,860,172,42,0,0,0,0,0,1,2009,295493
906378110,20,71,9178,8,5,2008,2008,0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008,3,904,192,142,0,0,0,0,0,6,2009,239900
906380050,60,68,10769,8,5,2007,2007,0,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,4,2009,212000
906380060,20,77,11422,8,5,2007,2008,352,1359,0,479,1838,1838,0,0,1838,1,0,2,0,3,1,7,2,2007,2,524,154,222,0,0,0,0,0,4,2009,272500
906380130,20,68,8814,7,5,2006,2006,180,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2006,2,660,123,110,0,0,0,0,0,3,2009,220000
906380210,20,64,6762,7,5,2007,2007,0,902,0,380,1282,1290,0,0,1290,1,0,2,0,2,1,6,1,2007,2,662,168,0,0,0,0,0,0,5,2009,200000
906380220,20,95,10324,8,5,2008,2008,140,872,0,382,1254,1254,0,0,1254,1,0,2,0,2,1,5,0,2008,3,810,168,92,0,0,0,0,0,3,2009,221800
906392070,20,64,7314,7,5,2007,2007,82,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,0,0,2,2009,194500
906426210,60,68,16698,7,5,1992,1993,0,800,0,649,1449,944,815,0,1759,1,0,2,1,3,1,7,1,1992,2,525,150,193,0,0,0,0,0,6,2009,233500
906475070,60,68,28698,5,5,1967,1967,0,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,1967,2,538,486,0,0,0,225,0,0,6,2009,185000
907126010,20,82,12464,5,5,1996,1996,0,732,0,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,2000,2,576,168,0,0,0,0,0,0,11,2009,152000
907130100,60,65,15426,6,5,1997,1997,0,821,0,107,928,928,836,0,1764,1,0,2,1,3,1,7,0,1997,2,470,276,99,0,0,0,0,0,8,2009,231500
907131190,20,65,14753,7,5,1998,1998,0,950,0,513,1463,1463,0,0,1463,1,0,2,0,3,1,5,0,1998,2,539,0,81,0,0,0,0,0,12,2009,207000
907135040,20,112,10859,5,5,1994,1995,0,0,0,1097,1097,1097,0,0,1097,0,0,1,1,3,1,6,0,1995,2,672,392,64,0,0,0,0,0,6,2009,145000
907135170,20,60,8072,5,5,1994,1995,0,746,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,2000,2,480,0,64,0,0,0,0,0,5,2009,138000
907180130,20,78,10335,7,5,1999,1999,183,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,1999,2,577,144,29,0,0,0,0,0,6,2009,204000
907181100,20,68,9017,7,5,1999,1999,0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,1999,2,666,0,35,0,0,0,0,0,9,2009,192000
907185050,60,70,8750,6,5,1998,1998,120,606,0,322,928,928,844,0,1772,1,0,2,1,3,1,7,1,1998,2,492,150,96,0,0,0,0,0,4,2009,200000
907192090,20,67,9808,7,5,2002,2002,110,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002,2,544,0,72,0,0,0,0,0,3,2009,227000
907196060,20,75,11166,7,5,2001,2001,180,24,0,1468,1492,1492,0,0,1492,0,0,2,0,3,1,6,1,2001,2,608,0,114,0,0,168,0,0,7,2009,201000
907200230,20,60,8430,5,5,1978,1978,136,616,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1979,0,0,0,0,0,0,0,0,0,8,2009,124000
907201220,20,68,16269,5,5,1978,1978,76,625,0,282,907,907,0,0,907,0,0,1,0,3,1,5,0,1978,1,343,72,0,0,0,0,0,0,7,2009,140000
907201280,20,76,6950,5,7,1979,1979,40,710,72,132,914,914,0,0,914,1,0,1,0,2,1,5,0,1979,2,444,0,0,0,0,0,0,0,10,2009,134900
907202050,20,61,8800,5,7,1977,2008,0,532,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1977,2,484,0,0,0,0,288,0,0,9,2009,150500
907202080,20,68,7000,5,8,1978,2005,90,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1978,1,336,0,0,0,0,0,0,0,7,2009,136500
907227030,20,36,15523,5,6,1972,1972,0,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1972,1,338,0,0,0,0,0,0,0,8,2009,133500
907227080,20,60,7200,5,5,1972,1972,0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,0,0,9,2009,123000
907227110,85,60,7200,5,8,1972,2003,0,660,0,108,768,768,0,0,768,0,1,1,0,2,1,5,0,1974,1,396,192,0,0,0,0,0,0,4,2009,133900
907227290,85,70,8445,5,7,1972,2007,0,656,0,112,768,768,0,0,768,1,0,1,0,2,1,5,0,1988,2,396,58,0,0,0,0,0,0,3,2009,133000
907252060,60,68,12334,8,5,2003,2003,198,0,0,1068,1068,1068,1116,0,2184,0,0,2,1,4,1,8,1,2003,2,570,192,132,0,0,0,0,0,6,2009,254750
907253130,60,68,11050,9,5,2000,2000,204,904,0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,2000,3,736,253,142,0,0,0,0,0,5,2009,313000
907260030,60,70,8749,7,5,2002,2002,0,0,0,840,840,840,885,0,1725,0,0,2,1,3,1,6,0,2002,2,550,0,48,0,0,0,0,0,11,2009,198500
907275010,20,90,15750,8,5,1999,2000,260,1246,0,216,1462,1513,0,0,1513,1,0,2,0,2,1,5,1,1999,2,521,135,34,0,0,0,0,0,6,2009,220000
907275090,20,73,11883,7,5,1996,1996,196,690,0,814,1504,1504,0,0,1504,1,0,2,0,3,1,6,1,1996,2,478,115,66,0,0,0,0,0,6,2009,203000
907275140,20,68,12782,8,5,2002,2003,164,1360,0,462,1822,1828,0,0,1828,1,0,2,0,3,1,7,1,2002,2,523,194,144,0,0,0,0,0,6,2009,279500
907285050,60,70,8750,7,5,1996,1996,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,0,0,7,2009,191000
907290070,20,70,9100,7,5,2001,2001,0,0,0,1212,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2001,2,573,356,0,0,0,0,0,0,6,2009,178000
907290090,20,75,9750,7,5,2000,2001,171,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2000,2,451,74,234,0,0,0,0,0,10,2009,213000
907290210,120,68,4435,6,5,2003,2003,170,685,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2003,2,420,140,0,0,0,0,0,0,5,2009,140000
907412020,60,65,9313,7,5,2004,2004,0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,0,0,4,2009,190000
907414080,60,64,8633,6,5,2005,2005,0,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,0,0,2,2009,173500
908102050,20,67,8777,4,5,1949,2003,0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2002,2,520,0,96,0,0,0,0,0,5,2009,108000
908102270,20,75,9937,5,7,1964,1999,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,0,0,3,2009,167000
908102290,20,67,8877,4,6,1938,1958,0,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1958,1,288,0,0,0,0,0,0,0,5,2009,100000
908128060,85,64,7301,7,5,2003,2003,500,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2003,2,672,0,0,177,0,0,0,0,7,2009,198500
908152035,20,80,10682,4,6,1960,1971,0,399,0,615,1014,1149,0,0,1149,1,0,1,0,3,1,7,0,1968,1,544,0,240,0,0,0,0,0,7,2009,127000
908152100,80,72,7200,6,6,1976,1976,255,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977,1,352,296,0,0,0,0,0,0,10,2009,125000
908154040,20,86,13286,9,5,2007,2008,340,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,0,0,2,2009,320000
908186080,180,35,3675,6,5,2005,2006,80,547,0,0,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,0,0,4,2009,145500
908201040,20,50,9405,5,9,1947,2008,0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,1979,0,0,0,200,0,0,0,0,0,6,2009,118000
908203090,20,64,6410,4,5,1959,1959,0,332,243,301,876,876,0,0,876,0,0,1,0,3,1,5,0,1959,1,320,0,0,0,0,0,0,0,3,2009,85000
908229020,30,56,4060,5,8,1922,1950,0,0,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,1979,0,0,0,96,0,0,0,0,0,7,2009,99900
908250030,20,74,10206,3,3,1952,1952,0,0,0,0,0,944,0,0,944,0,0,1,0,2,1,4,0,1956,2,528,0,0,0,0,0,0,0,7,2009,82000
908275040,90,65,10926,5,5,1959,1959,74,0,0,1678,1678,1678,0,0,1678,0,0,2,0,6,2,10,0,1979,0,0,0,0,0,0,0,0,0,8,2009,119900
908275110,20,70,11767,5,5,1956,1956,259,546,0,604,1150,1560,0,0,1560,0,0,1,0,2,1,7,1,1956,1,313,0,0,0,0,0,0,0,5,2009,103500
909101140,50,60,10998,5,5,1941,1960,0,408,420,156,984,984,620,0,1604,0,0,2,0,3,1,6,0,1977,2,660,0,68,0,0,0,0,0,7,2009,117000
909129090,50,70,6300,5,4,1938,1950,88,832,0,0,832,832,436,0,1268,0,0,1,1,3,1,7,2,1938,1,250,0,0,55,0,0,0,0,7,2009,160000
909129100,50,55,4500,5,5,1932,2000,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,0,0,7,2009,159434
909178160,50,60,9900,6,7,1940,1950,0,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1940,1,240,335,0,0,0,0,0,0,7,2009,139500
909250220,50,65,7804,4,3,1928,1950,0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,1981,2,576,431,44,0,0,0,0,0,12,2009,135000
909251050,30,64,8574,6,8,1916,2000,0,0,0,816,816,1232,0,0,1232,0,0,1,0,3,1,6,1,1916,2,440,0,0,180,0,0,0,0,10,2009,147500
909253010,50,57,7558,6,6,1928,1950,0,0,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,1929,2,342,0,0,0,0,0,0,0,3,2009,177000
909253180,50,52,6292,7,7,1928,1950,0,0,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1928,1,216,0,50,0,0,0,0,0,8,2009,145000
909254010,70,53,7155,7,8,1918,1990,0,0,0,600,600,628,600,0,1228,0,0,1,0,3,1,6,1,1918,1,215,0,113,0,0,195,0,0,5,2009,137000
909275080,50,60,13680,5,6,1940,1950,0,728,0,112,840,840,727,0,1567,1,0,1,1,2,1,6,2,1961,2,440,0,21,150,0,0,0,0,2,2009,205000
909276110,70,68,7500,6,7,1942,1950,0,547,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1942,1,213,0,0,0,0,224,0,0,11,2009,177500
909276200,50,130,9600,5,7,1940,1950,0,428,0,300,728,976,332,0,1308,1,0,1,1,2,1,7,2,1940,1,256,0,70,0,0,0,0,0,6,2009,160000
909277090,20,80,14680,5,4,1960,1960,0,793,0,480,1273,1273,0,0,1273,0,0,1,0,2,1,5,0,1960,1,307,483,0,0,0,115,0,0,6,2009,155000
909278020,50,54,7681,5,6,1921,1950,0,0,0,731,731,820,523,0,1343,0,0,1,1,3,1,7,1,1921,1,186,192,0,102,0,0,0,0,7,2009,154900
909279010,90,68,8145,7,6,1940,1950,0,246,0,674,920,1240,1240,0,2480,0,0,2,1,5,2,13,2,1940,2,400,0,0,57,0,0,0,0,7,2009,205000
909425060,70,75,12000,7,7,1941,1950,0,275,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,1941,1,234,0,0,0,0,0,0,0,7,2009,174500
909425130,20,90,13339,6,6,1960,1960,132,65,875,621,1561,1561,0,0,1561,1,0,2,0,3,1,6,1,1960,2,463,0,148,0,0,120,0,0,5,2009,193000
909426090,50,78,15600,5,7,1949,2005,0,312,507,248,1067,986,537,0,1523,1,0,2,0,3,1,7,1,1949,1,295,0,0,81,0,0,0,0,10,2009,158000
909427200,20,80,14000,6,8,1950,2004,0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950,1,300,0,36,0,0,0,0,0,8,2009,158500
909451040,160,24,1733,6,6,1980,1980,0,0,0,516,516,516,516,0,1032,0,0,1,0,2,1,5,1,1980,2,452,279,0,0,0,0,0,0,5,2009,115000
909451140,160,24,1612,6,6,1980,1980,0,0,0,561,561,561,668,0,1229,0,0,1,1,2,1,5,1,1980,2,462,154,0,0,0,0,0,0,7,2009,121000
909451180,160,24,1300,6,6,1980,1980,0,285,0,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,1980,2,462,150,0,0,0,0,0,0,5,2009,124000
909452050,80,68,13607,6,6,1986,1986,242,454,0,118,572,1182,800,0,1982,1,0,2,1,3,1,6,1,1986,2,501,400,112,0,0,0,0,1500,4,2009,208000
909475040,20,68,17597,7,9,1971,2009,0,803,419,581,1803,2365,0,0,2365,1,0,2,0,3,1,7,2,1971,2,551,200,144,0,0,0,0,0,7,2009,315000
909475300,20,68,21695,6,9,1988,2007,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,1988,2,540,292,44,0,182,0,0,0,12,2009,222000
910202070,70,59,10690,5,7,1920,1997,0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1964,1,468,0,128,218,0,0,0,0,7,2009,147000
910205020,70,60,6402,5,5,1920,1950,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1920,1,189,0,0,137,0,0,0,0,7,2009,78000
911103050,50,105,8470,3,2,1915,1982,0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,1979,0,0,0,0,156,0,0,0,0,10,2009,85000
911104060,30,60,10200,4,6,1925,1950,0,0,0,572,572,572,0,0,572,0,0,1,0,2,1,4,0,1940,1,200,0,0,72,0,0,0,0,5,2009,75000
912251110,30,109,21780,2,4,1910,1950,0,0,0,0,0,810,0,0,810,0,0,1,0,1,1,4,0,1975,1,280,119,24,0,0,0,0,0,3,2009,57625
914465020,60,75,10125,8,5,2000,2001,0,445,250,412,1107,1040,1012,0,2052,0,0,2,1,3,1,7,1,2000,3,642,210,91,0,0,0,0,0,5,2009,251000
914465055,20,43,12118,7,5,2004,2005,108,0,0,1710,1710,1710,0,0,1710,0,0,2,0,3,1,7,1,2004,2,550,100,48,0,0,180,0,0,4,2009,240000
914474070,60,71,12209,6,5,2001,2002,0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001,2,560,125,192,0,0,0,0,0,6,2009,215000
914475010,85,75,9750,6,6,1977,1977,0,767,0,135,902,926,0,0,926,1,0,1,0,2,1,5,1,1977,1,351,319,0,0,0,0,0,0,4,2009,156450
914476020,90,75,10125,5,5,1977,1977,0,0,0,0,0,1302,432,0,1734,0,0,2,0,4,2,8,0,1977,2,539,0,0,0,0,0,0,0,8,2009,126000
914476430,20,82,11070,5,5,1991,1991,0,55,0,1527,1582,1595,0,0,1595,1,0,2,0,2,1,5,0,1991,2,672,0,0,0,0,0,0,0,4,2009,152000
916176030,20,68,14375,6,6,1958,1958,541,111,354,354,819,1344,0,0,1344,0,1,1,0,3,1,7,1,1958,2,525,0,118,0,0,233,0,0,1,2009,137500
916176125,20,150,215245,7,5,1965,1965,0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,1965,2,513,0,0,0,0,0,0,0,6,2009,375000
916380070,20,89,12898,9,5,2007,2008,70,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,2008,3,912,228,0,0,0,0,0,0,9,2009,315500
916382100,20,113,13438,9,5,2008,2008,246,1758,0,432,2190,2036,0,0,2036,1,0,2,0,3,1,9,1,2008,3,780,90,154,0,0,0,0,0,7,2009,410000
916382110,20,79,14463,9,5,2008,2008,406,1115,0,526,1641,1641,0,0,1641,1,0,2,0,3,1,7,0,2008,3,885,0,95,0,0,0,0,0,1,2009,316500
916386140,20,73,8925,8,5,2007,2007,0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,2007,3,610,100,18,0,0,0,0,0,7,2009,201000
916403200,60,68,9839,6,8,1980,2006,0,462,0,250,712,1375,862,0,2237,0,0,2,1,3,1,7,1,1980,2,440,305,24,0,0,0,0,2500,2,2009,204000
916403250,80,125,14419,7,5,1987,1989,310,904,624,117,1645,1479,0,0,1479,2,0,2,1,3,1,7,1,1987,2,578,224,238,0,0,0,0,0,7,2009,213500
916475040,20,85,14601,9,5,2006,2006,584,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,2006,3,765,270,68,0,0,0,0,0,3,2009,315000
923201100,20,75,12518,5,7,1968,1968,182,532,0,476,1008,1008,0,0,1008,0,0,1,0,3,1,6,0,1968,1,384,144,0,0,0,0,0,0,4,2009,139500
923203110,120,32,4500,6,5,1998,1998,320,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998,2,412,0,247,0,0,0,0,0,6,2009,162000
923203190,120,68,4500,6,5,1999,1999,425,883,0,341,1224,1224,0,0,1224,1,0,2,0,2,1,5,0,1999,2,402,0,304,0,0,0,0,0,6,2009,165000
923225360,180,21,1596,4,5,1973,1973,0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973,1,297,120,101,0,0,0,0,0,11,2009,91000
923225490,20,62,9858,5,6,1968,1968,0,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,1968,1,288,33,0,0,0,0,0,600,11,2009,130000
923228230,160,21,2217,4,4,1970,1970,0,273,273,0,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970,1,286,238,0,0,0,0,0,0,8,2009,88000
923230200,85,50,7689,5,8,1972,1972,0,720,76,0,796,796,0,0,796,0,1,1,0,2,1,4,0,1998,1,336,138,0,0,0,0,0,0,7,2009,131900
923275140,20,68,8780,5,5,1985,1985,0,625,0,208,833,833,0,0,833,1,0,1,0,3,1,5,0,1979,0,0,0,0,0,0,0,0,0,3,2009,112000
923276260,85,70,7669,5,6,1992,1993,0,718,110,0,828,883,0,0,883,1,0,1,0,2,1,5,1,1998,2,698,100,32,0,0,0,0,0,6,2009,149000
923400025,50,85,14115,5,5,1993,1995,0,732,0,64,796,796,566,0,1362,1,0,1,1,1,1,5,0,1993,2,480,40,30,0,320,0,0,700,10,2009,143000
923400110,60,62,10429,5,5,1992,1992,0,330,0,294,624,624,663,0,1287,0,0,1,1,3,1,6,0,2001,2,440,150,0,0,0,0,0,0,7,2009,130000
924100060,60,70,10457,5,7,1969,1969,178,496,288,0,784,784,848,0,1632,0,0,1,1,4,1,7,1,1969,2,898,0,173,368,0,0,0,0,4,2009,173000
526351030,20,87,11029,6,8,1958,2002,0,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,1990,2,601,0,51,0,0,190,0,0,5,2008,176500
526353050,20,68,12925,6,7,1970,1970,0,865,0,340,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,1970,2,550,0,42,0,0,0,0,0,5,2008,237500
526354070,60,85,11075,6,5,1969,1969,0,500,276,176,952,1092,1020,0,2112,0,0,2,1,4,1,9,2,1969,2,576,280,0,0,0,0,0,0,6,2008,206900
527105050,60,72,8702,6,5,1997,1998,0,706,0,220,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,0,0,4,2008,187500
527106150,60,59,9042,6,5,1998,1998,0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998,2,472,100,38,0,0,0,0,0,7,2008,192000
527107010,60,68,15038,6,5,1996,1996,0,138,0,778,916,916,720,0,1636,0,0,2,1,3,1,7,1,1996,2,386,168,84,0,0,0,0,0,11,2008,173000
527107210,60,57,21872,7,5,1996,1997,0,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,1996,2,406,264,22,0,0,0,0,0,8,2008,175000
527127140,120,41,4923,8,5,2001,2002,0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2001,2,682,0,120,0,0,224,0,0,8,2008,286000
527140090,120,41,5395,8,5,1993,1993,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993,2,462,96,0,70,168,0,0,0,10,2008,180000
527161010,60,100,10839,6,5,1997,1998,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,0,0,7,2008,181000
527163100,60,68,8000,6,5,1995,1996,0,219,0,554,773,773,885,0,1658,1,0,2,1,3,1,8,1,1995,2,431,224,84,0,0,0,0,0,6,2008,188000
527164120,60,68,10832,7,5,1994,1996,0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994,2,409,143,46,0,0,0,0,500,10,2008,194500
527165010,60,68,14067,6,5,1991,1991,194,504,0,332,836,851,858,0,1709,1,0,2,1,3,1,7,0,1991,2,416,0,40,0,0,0,0,0,9,2008,185000
527183060,120,65,5950,8,5,1989,1989,0,319,0,1018,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1989,2,462,0,73,154,0,0,0,0,4,2008,188500
527212050,60,77,11198,9,5,2005,2007,245,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,2005,3,656,144,39,0,0,0,0,0,6,2008,325000
527214030,20,53,15401,9,5,2004,2004,296,1337,0,547,1884,1884,0,0,1884,1,0,2,0,2,1,7,1,2004,3,670,214,76,0,0,0,0,0,9,2008,387000
527226020,20,68,31220,6,2,1952,1952,0,0,0,1632,1632,1474,0,0,1474,0,0,1,0,3,1,7,2,1952,2,495,0,0,144,0,0,0,750,5,2008,115000
527276040,20,68,47280,6,5,1950,1950,44,0,0,1488,1488,1488,0,0,1488,0,0,2,1,3,1,6,1,1950,2,738,0,0,180,0,0,0,0,7,2008,133000
527301245,20,63,12680,7,6,1988,1988,102,983,0,692,1675,1688,0,0,1688,1,0,2,0,2,1,6,1,1988,2,528,0,48,0,0,141,0,0,6,2008,226500
527302050,20,78,12090,6,6,1981,1981,210,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,1981,2,576,276,0,0,0,0,0,0,6,2008,175500
527302185,20,56,18559,7,5,1978,1978,383,1206,186,656,2048,2064,0,0,2064,1,0,2,0,3,1,7,2,1978,2,550,200,0,0,0,0,0,0,8,2008,235000
527302210,20,85,14450,7,5,1979,1979,194,864,449,469,1782,1782,0,0,1782,0,1,2,0,3,1,6,1,1979,2,551,467,0,0,0,0,0,0,3,2008,220000
527325070,60,68,12227,6,7,1977,1995,424,896,0,434,1330,1542,1330,0,2872,1,0,2,1,4,1,11,1,1977,2,619,550,282,0,0,0,0,0,7,2008,272000
527326130,20,68,15611,5,6,1977,1977,0,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,1977,2,540,180,0,0,0,0,0,0,3,2008,175000
527354160,60,80,10400,7,6,1980,1988,280,0,0,738,738,1277,767,0,2044,0,0,2,1,3,1,7,1,1980,2,489,28,73,0,0,0,0,0,3,2008,185000
527358120,20,104,11361,6,5,1976,1976,160,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,1976,2,478,0,0,0,0,189,0,0,5,2008,180000
527359030,20,80,10400,6,5,1976,1976,120,0,0,1444,1444,1444,0,0,1444,0,0,2,0,2,1,5,1,1976,2,473,0,24,0,0,0,0,0,4,2008,159900
527359070,60,80,10480,7,6,1976,1976,660,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,1976,2,483,0,69,0,0,0,0,0,9,2008,205000
