"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
908154040,20,"RL",86,13286,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",1234,"Unf",0,464,1698,"GasA","Ex","Y","SBrkr",1698,0,0,1698,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,768,"TA","TA","Y",327,64,0,0,0,0,"Gd","MnPrv","Shed",0,2,2009,"WD ","Normal",320000
908186080,180,"RM",35,3675,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"TA","TA","Wood","Gd","TA","Gd","GLQ",547,"Unf",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Basment",2005,"Fin",2,525,"TA","TA","Y",0,28,0,0,0,0,"Gd","MnPrv","Shed",0,4,2009,"WD ","Normal",145500
908201040,20,"RL",50,9405,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,9,1947,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA","Ex","Y","SBrkr",698,0,0,698,0,1,1,0,2,1,"TA",4,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","Y",0,200,0,0,0,0,"Gd","MnPrv","Shed",0,6,2009,"WD ","Normal",118000
908203090,20,"RL",64,6410,"Pave","Grvl","Reg","HLS","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",332,"Rec",243,301,876,"GasA","TA","Y","FuseA",876,0,0,876,0,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1959,"Unf",1,320,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,3,2009,"WD ","Normal",85000
908229020,30,"RL",56,4060,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,8,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,864,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","Y",0,96,0,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",99900
908250030,20,"RL",74,10206,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1952,1952,"Flat","Tar&Grv","BrkComm","Brk Cmn","None",0,"TA","TA","Slab","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasW","Fa","N","FuseF",944,0,0,944,0,0,1,0,2,1,"Fa",4,"Min1",0,"Gd","Detchd",1956,"Unf",2,528,"TA","Fa","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",82000
908275040,90,"RL",65,10926,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,5,1959,1959,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1678,1678,"GasA","TA","Y","SBrkr",1678,0,0,1678,0,0,2,0,6,2,"TA",10,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,8,2009,"WD ","Normal",119900
908275110,20,"RL",70,11767,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","HdBoard","HdBoard","BrkFace",259,"TA","TA","CBlock","TA","TA","No","Rec",546,"Unf",0,604,1150,"GasA","Ex","Y","SBrkr",1560,0,0,1560,0,0,1,0,2,1,"TA",7,"Min1",1,"TA","Attchd",1956,"Unf",1,313,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,5,2009,"WD ","Normal",103500
909101140,50,"RL",60,10998,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",408,"BLQ",420,156,984,"GasA","Ex","Y","SBrkr",984,620,0,1604,0,0,2,0,3,1,"TA",6,"Min2",0,"Gd","Detchd",1977,"Unf",2,660,"TA","TA","Y",0,68,0,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",117000
909129090,50,"RH",70,6300,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",88,"TA","TA","PConc","TA","Fa","No","LwQ",832,"Unf",0,0,832,"GasA","TA","Y","SBrkr",832,436,0,1268,0,0,1,1,3,1,"TA",7,"Typ",2,"Gd","Basment",1938,"Unf",1,250,"TA","TA","Y",0,0,55,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Abnorml",160000
909129100,50,"RH",55,4500,"Pave","Pave","IR2","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,5,1932,2000,"Gable","CompShg","VinylSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",182,"Unf",0,611,793,"GasA","Ex","Y","SBrkr",848,672,0,1520,0,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Detchd",1968,"Unf",1,281,"TA","TA","Y",0,0,56,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Abnorml",159434
909178160,50,"RL",60,9900,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,778,778,"GasA","TA","Y","SBrkr",944,545,0,1489,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1940,"Unf",1,240,"TA","TA","Y",335,0,0,0,0,0,"Gd","GdWo","Shed",0,7,2009,"WD ","Normal",139500
909250220,50,"RL",65,7804,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",4,3,1928,1950,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",622,"Unf",0,500,1122,"GasA","TA","Y","SBrkr",1328,653,0,1981,1,0,2,0,4,1,"Gd",7,"Min2",2,"TA","Detchd",1981,"Unf",2,576,"TA","TA","Y",431,44,0,0,0,0,"Gd","MnPrv","Shed",0,12,2009,"WD ","Normal",135000
909251050,30,"RL",64,8574,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1916,2000,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",1232,0,0,1232,0,0,1,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1916,"Unf",2,440,"TA","TA","Y",0,0,180,0,0,0,"Gd","MnPrv","Shed",0,10,2009,"WD ","Normal",147500
909253010,50,"RL",57,7558,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","CompShg","BrkFace","Stone","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,896,896,"GasA","Gd","Y","SBrkr",1172,741,0,1913,0,0,1,1,3,1,"TA",9,"Typ",1,"TA","Detchd",1929,"Unf",2,342,"Fa","Fa","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,3,2009,"WD ","Normal",177000
909253180,50,"RL",52,6292,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",7,7,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,861,861,"GasA","Gd","Y","SBrkr",877,600,0,1477,0,1,2,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1928,"Unf",1,216,"TA","TA","Y",0,50,0,0,0,0,"Gd","MnPrv","Shed",0,8,2009,"WD ","Normal",145000
909254010,70,"RL",53,7155,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,8,1918,1990,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",628,600,0,1228,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1918,"Unf",1,215,"Fa","TA","Y",0,113,0,0,195,0,"Gd","MnPrv","Shed",0,5,2009,"WD ","Normal",137000
909275080,50,"RL",60,13680,"Pave","Grvl","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",728,"Unf",0,112,840,"GasA","Ex","Y","SBrkr",840,727,0,1567,1,0,1,1,2,1,"TA",6,"Min2",2,"TA","Detchd",1961,"Unf",2,440,"TA","TA","Y",0,21,150,0,0,0,"Gd","GdPrv","Shed",0,2,2009,"WD ","Normal",205000
909276110,70,"RL",68,7500,"Pave","Grvl","IR1","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1942,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",547,"Unf",0,224,771,"GasA","Fa","Y","SBrkr",753,741,0,1494,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,213,"TA","TA","P",0,0,0,0,224,0,"Gd","MnPrv","Shed",0,11,2009,"WD ","Normal",177500
909276200,50,"RL",130,9600,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","BrkTil","TA","Fa","No","Rec",428,"Unf",0,300,728,"GasA","Ex","Y","SBrkr",976,332,0,1308,1,0,1,1,2,1,"TA",7,"Min2",2,"TA","Detchd",1940,"Unf",1,256,"TA","TA","Y",0,70,0,0,0,0,"Gd","MnPrv","Shed",0,6,2009,"WD ","Normal",160000
909277090,20,"RL",80,14680,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,4,1960,1960,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",793,"Unf",0,480,1273,"GasA","Ex","Y","SBrkr",1273,0,0,1273,0,0,1,0,2,1,"TA",5,"Typ",0,"Gd","Attchd",1960,"Unf",1,307,"TA","TA","Y",483,0,0,0,115,0,"Gd","MnPrv","Shed",0,6,2009,"WD ","Normal",155000
909278020,50,"RL",54,7681,"Pave","Grvl","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,731,731,"GasA","Ex","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1921,"Unf",1,186,"Fa","TA","Y",192,0,102,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",154900
909279010,90,"RL",68,8145,"Pave","Grvl","IR1","HLS","AllPub","Corner","Gtl","Crawfor","Norm","Norm","Duplex","2.5Unf",7,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",246,"Unf",0,674,920,"GasA","Ex","Y","SBrkr",1240,1240,0,2480,0,0,2,1,5,2,"TA",13,"Typ",2,"Gd","Detchd",1940,"Unf",2,400,"TA","TA","Y",0,0,57,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",205000
909425060,70,"RL",75,12000,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,7,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",275,"Unf",0,429,704,"GasA","Ex","Y","SBrkr",860,704,0,1564,0,0,1,1,3,1,"Fa",7,"Typ",1,"Gd","Attchd",1941,"Unf",1,234,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",174500
909425130,20,"RL",90,13339,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,6,1960,1960,"Gable","CompShg","HdBoard","Plywood","Stone",132,"TA","TA","CBlock","TA","TA","No","LwQ",65,"BLQ",875,621,1561,"GasA","TA","Y","SBrkr",1561,0,0,1561,1,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1960,"Fin",2,463,"TA","TA","Y",0,148,0,0,120,0,"Gd","MnPrv","Shed",0,5,2009,"WD ","Normal",193000
909426090,50,"RL",78,15600,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,1949,2005,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",312,"Rec",507,248,1067,"GasW","Fa","N","SBrkr",986,537,0,1523,1,0,2,0,3,1,"Fa",7,"Maj2",1,"TA","Attchd",1949,"Unf",1,295,"TA","TA","Y",0,0,81,0,0,0,"Gd","MnPrv","Shed",0,10,2009,"WD ","Normal",158000
909427200,20,"RL",80,14000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1950,2004,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",1152,0,0,1152,0,1,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1950,"Unf",1,300,"TA","TA","Y",0,36,0,0,0,0,"Gd","GdPrv","Shed",0,8,2009,"WD ","Family",158500
909451040,160,"RM",24,1733,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,516,516,"GasA","TA","Y","SBrkr",516,516,0,1032,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,452,"TA","TA","Y",279,0,0,0,0,0,"Gd","GdPrv","Shed",0,5,2009,"WD ","Normal",115000
909451140,160,"RM",24,1612,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,561,561,"GasA","TA","Y","SBrkr",561,668,0,1229,0,0,1,1,2,1,"TA",5,"Typ",1,"TA","Attchd",1980,"Fin",2,462,"TA","TA","Y",154,0,0,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",121000
909451180,160,"RM",24,1300,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",285,"Unf",0,276,561,"GasA","TA","Y","SBrkr",561,668,0,1229,0,0,1,1,2,1,"TA",5,"Typ",1,"TA","Attchd",1980,"Fin",2,462,"TA","TA","Y",150,0,0,0,0,0,"Gd","GdPrv","Shed",0,5,2009,"WD ","Normal",124000
909452050,80,"RL",68,13607,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",6,6,1986,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",242,"TA","Gd","CBlock","TA","TA","No","ALQ",454,"Unf",0,118,572,"GasA","Gd","Y","SBrkr",1182,800,0,1982,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn",1986,"Fin",2,501,"TA","TA","Y",400,112,0,0,0,0,"Gd","MnPrv","Shed",1500,4,2009,"WD ","Normal",208000
909475040,20,"RL",68,17597,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",7,9,1971,2009,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","Gd","CBlock","Gd","TA","No","GLQ",803,"ALQ",419,581,1803,"GasA","TA","Y","SBrkr",2365,0,0,2365,1,0,2,0,3,1,"Ex",7,"Min1",2,"Gd","Attchd",1971,"Fin",2,551,"TA","TA","Y",200,144,0,0,0,0,"Gd","GdPrv","Shed",0,7,2009,"WD ","Normal",315000
909475300,20,"RL",68,21695,"Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,9,1988,2007,"Hip","CompShg","Wd Sdng","Plywood","BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",0,72,880,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1988,"Fin",2,540,"TA","TA","Y",292,44,0,182,0,0,"Gd","MnPrv","Shed",0,12,2009,"WD ","Normal",222000
910202070,70,"RM",59,10690,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,7,1920,1997,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Rec",456,"Unf",0,216,672,"GasA","Gd","Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Detchd",1964,"Unf",1,468,"TA","Fa","Y",0,128,218,0,0,0,"Gd","MnPrv","Shed",0,7,2009,"WD ","Normal",147000
910205020,70,"RM",60,6402,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,596,596,"GasA","TA","N","SBrkr",596,596,0,1192,0,0,1,0,3,1,"TA",6,"Typ",0,"Gd","Detchd",1920,"Unf",1,189,"Fa","Fa","N",0,0,137,0,0,0,"Gd","GdWo","Shed",0,7,2009,"WD ","Normal",78000
911103050,50,"C (all)",105,8470,"Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,"Gd","Attchd",1979,"Unf",0,0,"TA","TA","N",0,0,156,0,0,0,"Gd","MnPrv","Shed",0,10,2009,"ConLD","Abnorml",85000
911104060,30,"C (all)",60,10200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA","Fa","N","FuseP",572,0,0,572,0,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1940,"Unf",1,200,"TA","TA","N",0,0,72,0,0,0,"Gd","MnPrv","Shed",0,5,2009,"WD ","Normal",75000
912251110,30,"I (all)",109,21780,"Grvl","Grvl","Reg","Lvl","NoSewr","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,4,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","CBlock","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasA","TA","N","FuseA",810,0,0,810,0,0,1,0,1,1,"TA",4,"Min1",0,"Gd","Detchd",1975,"Unf",1,280,"TA","TA","N",119,24,0,0,0,0,"Gd","MnPrv","Shed",0,3,2009,"ConLD","Normal",57625
914465020,60,"RL",75,10125,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",8,5,2000,2001,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",445,"BLQ",250,412,1107,"GasA","Ex","Y","SBrkr",1040,1012,0,2052,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2000,"Fin",3,642,"TA","TA","Y",210,91,0,0,0,0,"Gd","MnPrv","Shed",0,5,2009,"WD ","Normal",251000
914465055,20,"RL",43,12118,"Pave","Grvl","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,1710,1710,"GasA","Ex","Y","SBrkr",1710,0,0,1710,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,550,"TA","TA","Y",100,48,0,0,180,0,"Gd","MnPrv","Shed",0,4,2009,"WD ","Normal",240000
914474070,60,"RL",71,12209,"Pave","Grvl","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story",6,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","No","ALQ",690,"Unf",0,114,804,"GasA","Ex","Y","SBrkr",804,1157,0,1961,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",2,560,"TA","TA","Y",125,192,0,0,0,0,"Gd","MnPrv","Shed",0,6,2009,"WD ","Normal",215000
914475010,85,"RL",75,9750,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",767,"Unf",0,135,902,"GasA","Ex","Y","SBrkr",926,0,0,926,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1977,"Unf",1,351,"TA","TA","Y",319,0,0,0,0,0,"Gd","MnPrv","Shed",0,4,2009,"WD ","Normal",156450
914476020,90,"RL",75,10125,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1.5Fin",5,5,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",0,"Unf",0,0,0,"GasA","TA","Y","SBrkr",1302,432,0,1734,0,0,2,0,4,2,"Gd",8,"Typ",0,"Gd","Attchd",1977,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,8,2009,"COD","Normal",126000
914476430,20,"RL",82,11070,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",55,"Unf",0,1527,1582,"GasA","TA","Y","SBrkr",1595,0,0,1595,1,0,2,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1991,"Unf",2,672,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,4,2009,"COD","Abnorml",152000
916176030,20,"RL",68,14375,"Pave","Grvl","IR1","Lvl","NoSeWa","CulDSac","Gtl","Timber","Norm","Norm","1Fam","SLvl",6,6,1958,1958,"Gable","CompShg","HdBoard","HdBoard","BrkFace",541,"TA","TA","CBlock","TA","TA","No","GLQ",111,"Rec",354,354,819,"GasA","Gd","Y","FuseA",1344,0,0,1344,0,1,1,0,3,1,"Gd",7,"Typ",1,"Gd","Basment",1958,"RFn",2,525,"TA","TA","Y",0,118,0,0,233,0,"Gd","MnPrv","Shed",0,1,2009,"COD","Abnorml",137500
916176125,20,"RL",150,215245,"Pave","Grvl","IR3","Low","AllPub","Inside","Sev","Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1236,"Rec",820,80,2136,"GasW","TA","Y","SBrkr",2036,0,0,2036,2,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1965,"RFn",2,513,"TA","TA","Y",0,0,0,0,0,0,"Gd","MnPrv","Shed",0,6,2009,"WD ","Normal",375000
916380070,20,"RL",89,12898,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",70,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1022,"Unf",0,598,1620,"GasA","Ex","Y","SBrkr",1620,0,0,1620,1,0,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd",2008,"Fin",3,912,"TA","TA","Y",228,0,0,0,0,0,"Gd","MnPrv","Shed",0,9,2009,"WD ","Normal",315500
